,Process,Category,Param Name,Descrption,Amount,Unit,Uncertainty Type,loc,scale,Min,Max
226,SS_MRF,Equipment:Vacuum Manual,Investment_cost,Investment Cost,50000,$,LogNormal,10.820,0.2,,
227,SS_MRF,Equipment:Vacuum Manual,Installation_cost,Installation Cost,5000,$,LogNormal,8.517,0.2,,
228,SS_MRF,Equipment:Optical HDPE,motor,Motor Size,40,kW,LogNormal,3.689,0.2,,
229,SS_MRF,Equipment:Optical HDPE,Investment_cost,Investment Cost,450000,$,LogNormal,13.017,0.2,,
230,SS_MRF,Equipment:Optical HDPE,Installation_cost,Installation Cost,45000,$,LogNormal,10.714,0.2,,
231,SS_MRF,Equipment:Optical HDPE,O&M,Fixed Operations and Maintenance Cost,10000,$/yr,LogNormal,9.210,0.2,,
232,SS_MRF,Equipment:Manual-OSHDPE,motor,Motor Size,3,kW,LogNormal,1.099,0.2,,
233,SS_MRF,Equipment:Manual-OSHDPE,Investment_cost,Investment Cost,50000,$,LogNormal,10.820,0.2,,
234,SS_MRF,Equipment:Manual-OSHDPE,Installation_cost,Installation Cost,5000,$,LogNormal,8.517,0.2,,
235,SS_MRF,Equipment:Optical PET,motor,Motor Size,13,kW,LogNormal,2.565,0.2,,
236,SS_MRF,Equipment:Optical PET,Investment_cost,Investment Cost,225000,$,LogNormal,12.324,0.2,,
237,SS_MRF,Equipment:Optical PET,Installation_cost,Installation Cost,22500,$,LogNormal,10.021,0.2,,
238,SS_MRF,Equipment:Optical PET,O&M,Fixed Operations and Maintenance Cost,5000,$/yr,LogNormal,8.517,0.2,,
239,SS_MRF,Equipment:Optical OSPET,motor,Motor Size,3,kW,LogNormal,1.099,0.2,,
240,SS_MRF,Equipment:Optical OSPET,Investment_cost,Investment Cost,50000,$,LogNormal,10.820,0.2,,
241,SS_MRF,Equipment:Optical OSPET,Installation_cost,Installation Cost,5000,$,LogNormal,8.517,0.2,,
242,SS_MRF,Equipment:Conveyor,motor,Motor Size,5.6,kW,LogNormal,1.723,0.2,,
243,SS_MRF,Equipment:Conveyor,Investment_cost,Investment Cost,46258,$,LogNormal,10.742,0.2,,
244,SS_MRF,Equipment:Conveyor,Installation_cost,Installation Cost,4625.8,$,LogNormal,8.439,0.2,,
245,SS_MRF,Equipment:Conveyor,O&M,Fixed Operations and Maintenance Cost,10000,$/yr,LogNormal,9.210,0.2,,
246,SS_MRF,Equipment:Drum Feeder,motor,Motor Size,15,kW,LogNormal,2.708,0.2,,
247,SS_MRF,Equipment:Drum Feeder,Investment_cost,Investment Cost,150000,$,LogNormal,11.918,0.2,,
248,SS_MRF,Equipment:Drum Feeder,Installation_cost,Installation Cost,15000,$,LogNormal,9.616,0.2,,
249,SS_MRF,Equipment:Drum Feeder,O&M,Fixed Operations and Maintenance Cost,100,$/yr,LogNormal,4.605,0.2,,
250,SS_MRF,Equipment:Manual Sort 1 (Negative),motor,Motor Size,3,kW,LogNormal,1.099,0.2,,
251,SS_MRF,Equipment:Manual Sort 1 (Negative),Investment_cost,Investment Cost,50000,$,LogNormal,10.820,0.2,,
252,SS_MRF,Equipment:Manual Sort 1 (Negative),Installation_cost,Installation Cost,5000,$,LogNormal,8.517,0.2,,
253,SS_MRF,Equipment:Manual Sort 2-DS2 (Negative),motor,Motor Size,3,kW,LogNormal,1.099,0.2,,
254,SS_MRF,Equipment:Manual Sort 2-DS2 (Negative),Investment_cost,Investment Cost,50000,$,LogNormal,10.820,0.2,,
255,SS_MRF,Equipment:Manual Sort 2-DS2 (Negative),Installation_cost,Installation Cost,5000,$,LogNormal,8.517,0.2,,
256,SS_MRF,Equipment:Manual Sort 2-DS3 (Negative),motor,Motor Size,3,kW,LogNormal,1.099,0.2,,
257,SS_MRF,Equipment:Manual Sort 2-DS3 (Negative),Investment_cost,Investment Cost,50000,$,LogNormal,10.820,0.2,,
258,SS_MRF,Equipment:Manual Sort 2-DS3 (Negative),Installation_cost,Installation Cost,5000,$,LogNormal,8.517,0.2,,
259,SS_MRF,Equipment:1-Way Baler,motor,Motor Size,63,kW,LogNormal,4.143,0.2,,
260,SS_MRF,Equipment:1-Way Baler,Investment_cost,Investment Cost,550000,$,LogNormal,13.218,0.2,,
261,SS_MRF,Equipment:1-Way Baler,Installation_cost,Installation Cost,55000,$,LogNormal,10.915,0.2,,
262,SS_MRF,Equipment:1-Way Baler,O&M,Fixed Operations and Maintenance Cost,5000,$/yr,LogNormal,8.517,0.2,,
263,SS_MRF,Equipment:Glass Breaker Screen,motor,Motor Size,30,kW,LogNormal,3.401,0.2,,
264,SS_MRF,Equipment:Glass Breaker Screen,Investment_cost,Investment Cost,220000,$,LogNormal,12.301,0.2,,
265,SS_MRF,Equipment:Glass Breaker Screen,Installation_cost,Installation Cost,22000,$,LogNormal,9.999,0.2,,
266,SS_MRF,Equipment:Glass Breaker Screen,O&M,Fixed Operations and Maintenance Cost,10000,$/yr,LogNormal,9.210,0.2,,
267,SS_MRF,Equipment:Air Knife,motor,Motor Size,164.2,kW,LogNormal,5.101,0.2,,
268,SS_MRF,Equipment:Air Knife,Investment_cost,Investment Cost,62500,$,LogNormal,11.043,0.2,,
269,SS_MRF,Equipment:Air Knife,Installation_cost,Installation Cost,6250,$,LogNormal,8.740,0.2,,
270,SS_MRF,Equipment:Air Knife,O&M,Fixed Operations and Maintenance Cost,10000,$/yr,LogNormal,9.210,0.2,,
271,SS_MRF,Equipment:Optical Glass,motor,Motor Size,69,kW,LogNormal,4.234,0.2,,
272,SS_MRF,Equipment:Optical Glass,Investment_cost,Investment Cost,825000,$,LogNormal,13.623,0.2,,
273,SS_MRF,Equipment:Optical Glass,Installation_cost,Installation Cost,82500,$,LogNormal,11.321,0.2,,
274,SS_MRF,Equipment:Optical Glass,O&M,Fixed Operations and Maintenance Cost,30000,$/yr,LogNormal,10.309,0.2,,
275,SS_MRF,Equipment:Manual Sort 3-G (Negative),motor,Motor Size,3,kW,LogNormal,1.099,0.2,,
276,SS_MRF,Equipment:Manual Sort 3-G (Negative),Investment_cost,Investment Cost,50000,$,LogNormal,10.820,0.2,,
277,SS_MRF,Equipment:Manual Sort 3-G (Negative),Installation_cost,Installation Cost,5000,$,LogNormal,8.517,0.2,,
278,SS_MRF,Equipment:Manual Sort 4-PET (Negative),motor,Motor Size,3,kW,LogNormal,1.099,0.2,,
279,SS_MRF,Equipment:Manual Sort 4-PET (Negative),Investment_cost,Investment Cost,50000,$,LogNormal,10.820,0.2,,
280,SS_MRF,Equipment:Manual Sort 4-PET (Negative),Installation_cost,Installation Cost,5000,$,LogNormal,8.517,0.2,,
281,SS_MRF,Equipment:Manual Sort 4-HDPE (Negative),motor,Motor Size,3,kW,LogNormal,1.099,0.2,,
282,SS_MRF,Equipment:Manual Sort 4-HDPE (Negative),Investment_cost,Investment Cost,50000,$,LogNormal,10.820,0.2,,
283,SS_MRF,Equipment:Manual Sort 4-HDPE (Negative),Installation_cost,Installation Cost,5000,$,LogNormal,8.517,0.2,,
284,SS_MRF,Equipment:Manual Sort 4-Fe  (Negative),motor,Motor Size,3,kW,LogNormal,1.099,0.2,,
285,SS_MRF,Equipment:Manual Sort 4-Fe  (Negative),Investment_cost,Investment Cost,50000,$,LogNormal,10.820,0.2,,
286,SS_MRF,Equipment:Manual Sort 4-Fe  (Negative),Installation_cost,Installation Cost,5000,$,LogNormal,8.517,0.2,,
287,SS_MRF,Equipment:Manual Sort 4-Al  (Negative),motor,Motor Size,3,kW,LogNormal,1.099,0.2,,
288,SS_MRF,Equipment:Manual Sort 4-Al  (Negative),Investment_cost,Investment Cost,50000,$,LogNormal,10.820,0.2,,
289,SS_MRF,Equipment:Manual Sort 4-Al  (Negative),Installation_cost,Installation Cost,5000,$,LogNormal,8.517,0.2,,
290,SS_MRF,Equipment:Manual Sort 5 (Positive),motor,Motor Size,3,kW,LogNormal,1.099,0.2,,
291,SS_MRF,Equipment:Manual Sort 5 (Positive),Investment_cost,Investment Cost,50000,$,LogNormal,10.820,0.2,,
292,SS_MRF,Equipment:Manual Sort 5 (Positive),Installation_cost,Installation Cost,5000,$,LogNormal,8.517,0.2,,
293,SS_MRF,Equipment:2-Way Baler,motor,Motor Size,59,kW,LogNormal,4.078,0.2,,
294,SS_MRF,Equipment:2-Way Baler,Investment_cost,Investment Cost,530000,$,LogNormal,13.181,0.2,,
295,SS_MRF,Equipment:2-Way Baler,Installation_cost,Installation Cost,53000,$,LogNormal,10.878,0.2,,
296,SS_MRF,Equipment:2-Way Baler,O&M,Fixed Operations and Maintenance Cost,5000,$/yr,LogNormal,8.517,0.2,,
297,SS_MRF,Equipment:Rolling Stock,diesel_use,Diesel Consumption ,10,L/Mg,LogNormal,2.303,0.2,,
298,SS_MRF,Equipment:Rolling Stock,Investment_cost,Investment Cost,350000,$,LogNormal,12.766,0.2,,
299,SS_MRF,Equipment:Rolling Stock,Installation_cost,Installation Cost,35000,$,LogNormal,10.463,0.2,,
300,SS_MRF,Equipment:Rolling Stock,O&M,Fixed Operations and Maintenance Cost,5000,$/yr,LogNormal,8.517,0.2,,
301,Reprocessing,OCC,"('Technosphere', 'Electricity_consumption')",Electricity_consumption,242.03,kWh,LogNormal,5.489,0.2,,
302,Reprocessing,Mixed_Paper,"('Technosphere', 'Electricity_production')",Electricity_production,894.08,kWh,LogNormal,6.796,0.2,,
303,Reprocessing,ONP,"('Technosphere', 'Electricity_production')",Electricity_production,894.08,kWh,LogNormal,6.796,0.2,,
304,Reprocessing,OFF,"('Technosphere', 'Electricity_consumption')",Electricity_consumption,126.05,kWh,LogNormal,4.837,0.2,,
305,Reprocessing,Fiber_Other,"('Technosphere', 'Electricity_production')",Electricity_production,894.08,kWh,LogNormal,6.796,0.2,,
306,Reprocessing,Brown_glass,"('Technosphere', 'Electricity_production')",Electricity_production,44.61,kWh,LogNormal,3.798,0.2,,
307,Reprocessing,Green_glass,"('Technosphere', 'Electricity_production')",Electricity_production,44.61,kWh,LogNormal,3.798,0.2,,
308,Reprocessing,Clear_glass,"('Technosphere', 'Electricity_production')",Electricity_production,44.61,kWh,LogNormal,3.798,0.2,,
309,Reprocessing,Mixed_Glass,"('Technosphere', 'Electricity_production')",Electricity_production,44.61,kWh,LogNormal,3.798,0.2,,
310,Reprocessing,HDPE_P,"('Technosphere', 'Electricity_production')",Electricity_production,24.7,kWh,LogNormal,3.207,0.2,,
311,Reprocessing,HDPE_T,"('Technosphere', 'Electricity_production')",Electricity_production,24.7,kWh,LogNormal,3.207,0.2,,
312,Reprocessing,PET,"('Technosphere', 'Electricity_production')",Electricity_production,100.7,kWh,LogNormal,4.612,0.2,,
313,Reprocessing,LDPE_Film,"('Technosphere', 'Electricity_production')",Electricity_production,139.65,kWh,LogNormal,4.939,0.2,,
314,Reprocessing,Al,"('Technosphere', 'Electricity_production')",Electricity_production,15342.52,kWh,LogNormal,9.638,0.2,,
315,Reprocessing,Fe,"('Technosphere', 'Electricity_production')",Electricity_production,894.08,kWh,LogNormal,6.796,0.2,,
316,RDF,Equipment:Eddy Current Separator,motor,Motor Size,9,kW,LogNormal,2.197,0.2,,
317,RDF,Equipment:Eddy Current Separator,Investment_cost,Investment Cost,128000,$,LogNormal,11.760,0.2,,
318,RDF,Equipment:Eddy Current Separator,Installation_cost,Installation Cost,12800,$,LogNormal,9.457,0.2,,
319,RDF,Equipment:Eddy Current Separator,O&M,Fixed Operations and Maintenance Cost,5000,$/yr,LogNormal,8.517,0.2,,
320,RDF,Equipment:Magnet,motor,Motor Size,4,kW,LogNormal,1.386,0.2,,
321,RDF,Equipment:Magnet,Investment_cost,Investment Cost,35000,$,LogNormal,10.463,0.2,,
322,RDF,Equipment:Magnet,Installation_cost,Installation Cost,3500,$,LogNormal,8.161,0.2,,
323,RDF,Equipment:Magnet,O&M,Fixed Operations and Maintenance Cost,5000,$/yr,LogNormal,8.517,0.2,,
324,RDF,Equipment:Conveyor,motor,Motor Size,5.6,kW,LogNormal,1.723,0.2,,
325,RDF,Equipment:Conveyor,Investment_cost,Investment Cost,46258,$,LogNormal,10.742,0.2,,
326,RDF,Equipment:Conveyor,Installation_cost,Installation Cost,4625.8,$,LogNormal,8.439,0.2,,
327,RDF,Equipment:Conveyor,O&M,Fixed Operations and Maintenance Cost,10000,$/yr,LogNormal,9.210,0.2,,
328,RDF,Equipment:Flail Mill,motor,Motor Size,304,kW,LogNormal,5.717,0.2,,
329,RDF,Equipment:Flail Mill,Investment_cost,Investment Cost,350000,$,LogNormal,12.766,0.2,,
330,RDF,Equipment:Flail Mill,Installation_cost,Installation Cost,35000,$,LogNormal,10.463,0.2,,
331,RDF,Equipment:Flail Mill,O&M,Fixed Operations and Maintenance Cost,10000,$/yr,LogNormal,9.210,0.2,,
332,RDF,Equipment:Trommel,motor,Motor Size,61.6,kW,LogNormal,4.121,0.2,,
333,RDF,Equipment:Trommel,Investment_cost,Investment Cost,125000,$,LogNormal,11.736,0.2,,
334,RDF,Equipment:Trommel,Installation_cost,Installation Cost,12500,$,LogNormal,9.433,0.2,,
335,RDF,Equipment:Trommel,O&M,Fixed Operations and Maintenance Cost,10000,$/yr,LogNormal,9.210,0.2,,
336,RDF,Equipment:Negative Sort,motor,Motor Size,3,kW,LogNormal,1.099,0.2,,
337,RDF,Equipment:Negative Sort,Investment_cost,Investment Cost,50000,$,LogNormal,10.820,0.2,,
338,RDF,Equipment:Negative Sort,Installation_cost,Installation Cost,5000,$,LogNormal,8.517,0.2,,
339,RDF,Equipment:Positive Sort,motor,Motor Size,3,kW,LogNormal,1.099,0.2,,
340,RDF,Equipment:Positive Sort,Investment_cost,Investment Cost,50000,$,LogNormal,10.820,0.2,,
341,RDF,Equipment:Positive Sort,Installation_cost,Installation Cost,5000,$,LogNormal,8.517,0.2,,
342,RDF,Equipment:Air Separator,motor,Motor Size,164.2,kW,LogNormal,5.101,0.2,,
343,RDF,Equipment:Air Separator,Investment_cost,Investment Cost,35000,$,LogNormal,10.463,0.2,,
344,RDF,Equipment:Air Separator,Installation_cost,Installation Cost,3500,$,LogNormal,8.161,0.2,,
345,RDF,Equipment:Air Separator,O&M,Fixed Operations and Maintenance Cost,5000,$/yr,LogNormal,8.517,0.2,,
346,RDF,Equipment:Shredder,motor,Motor Size,809,kW,LogNormal,6.696,0.2,,
347,RDF,Equipment:Shredder,Investment_cost,Investment Cost,35000,$,LogNormal,10.463,0.2,,
348,RDF,Equipment:Shredder,Installation_cost,Installation Cost,3500,$,LogNormal,8.161,0.2,,
349,RDF,Equipment:Shredder,O&M,Fixed Operations and Maintenance Cost,5000,$/yr,LogNormal,8.517,0.2,,
350,RDF,Equipment:Pelletizer,motor,Motor Size,895,kW,LogNormal,6.797,0.2,,
351,RDF,Equipment:Pelletizer,Investment_cost,Investment Cost,500000,$,LogNormal,13.122,0.2,,
352,RDF,Equipment:Pelletizer,Installation_cost,Installation Cost,50000,$,LogNormal,10.820,0.2,,
353,RDF,Equipment:Pelletizer,O&M,Fixed Operations and Maintenance Cost,25000,$/yr,LogNormal,10.127,0.2,,
354,RDF,Equipment:Baler,motor,Motor Size,59,kW,LogNormal,4.078,0.2,,
355,RDF,Equipment:Baler,Investment_cost,Investment Cost,530000,$,LogNormal,13.181,0.2,,
356,RDF,Equipment:Baler,Installation_cost,Installation Cost,53000,$,LogNormal,10.878,0.2,,
357,RDF,Equipment:Baler,O&M,Fixed Operations and Maintenance Cost,5000,$/yr,LogNormal,8.517,0.2,,
358,RDF,Equipment:Optical Sorter,motor,Motor Size,56.1,kW,LogNormal,4.027,0.2,,
359,RDF,Equipment:Optical Sorter,Investment_cost,Investment Cost,825000,$,LogNormal,13.623,0.2,,
360,RDF,Equipment:Optical Sorter,Installation_cost,Installation Cost,82500,$,LogNormal,11.321,0.2,,
361,RDF,Equipment:Optical Sorter,O&M,Fixed Operations and Maintenance Cost,3000,$/yr,LogNormal,8.006,0.2,,
362,RDF,Equipment:Densimetric table,motor,Motor Size,12.6,kW,LogNormal,2.534,0.2,,
363,RDF,Equipment:Densimetric table,Investment_cost,Investment Cost,125000,$,LogNormal,11.736,0.2,,
364,RDF,Equipment:Densimetric table,Installation_cost,Installation Cost,12500,$,LogNormal,9.433,0.2,,
365,RDF,Equipment:Densimetric table,O&M,Fixed Operations and Maintenance Cost,10000,$/yr,LogNormal,9.210,0.2,,
366,RDF,Equipment:Rolling Stock,diesel_use,Diesel Consumption ,10,L/Mg,LogNormal,2.303,0.2,,
367,RDF,Equipment:Rolling Stock,Investment_cost,Investment Cost,350000,$,LogNormal,12.766,0.2,,
368,RDF,Equipment:Rolling Stock,O&M,Fixed Operations and Maintenance Cost,5000,$/yr,LogNormal,8.517,0.2,,
369,GC,Energy,elec_gen_eff_HP,Electricity generation efficiency from High pressure steam,0.34,fraction,Normal,0.34,0.03,,
370,GC,Energy,elec_gen_eff_MP,Electricity generation efficiency from Medium pressure steam,0.23,fraction,Normal,0.23,0.02,,
371,GC,Energy,frac_lhv_internal_elec,Fraction of RDF LHV used as electricity for syngas cleaning/internal uses,0.0543,fraction,Normal,0.0543,0.01,,
372,GC,Economic_params,capital_cost,capital cost,600,$/Mg,LogNormal,6.397,0.2,,
373,GC,Economic_params,O&M_cost,operational cost except utility cost/income,70,$/Mg,LogNormal,4.248,0.2,,
374,WTE,Economic_parameters,Capital_cost,Capital cost,520,$/design Mg per year,LogNormal,6.254,0.2,,
375,WTE,Economic_parameters,O_M_cost,O&M cost except utility cost/income,40,$/Mg processed,LogNormal,3.689,0.2,,
376,WTE,Elec_Prod_Eff,Gross_Efficiency,Gross Efficiency of electricity production,0.27,fraction,Normal,0.27,0.03,,
377,WTE,Elec_Prod_Eff,Internal_use,Fraction of produced electricity used internally,0.15,fraction,Normal,0.15,0.02,,
378,WTE,Metals_Recovery,Al_Rec_Rate,Aluminum Recovery Rate from Bottom Ash,0.65,fraction,Normal,0.9,0.05,,0.95
379,SF,Speed,Vbet,Between collection stops   ,9,miles/hour,LogNormal,2.197,0.2,,
380,SF,Speed,Vrf,From collection route to facility,55,miles/hour,LogNormal,4.007,0.2,,
381,SF,Speed,Vgr,From garage to route in the morning,35,miles/hour,LogNormal,3.555,0.2,,
382,SF,Speed,Vfg,From facility to garage,55,miles/hour,LogNormal,4.007,0.2,,
383,SF,LCC,a,Fringe benefit rate,0.46,(fringe benefit $/wage$) ,LogNormal,-0.777,0.2,,
384,SF,LCC,d,Other expenses rate,12114,($/worker-year),LogNormal,9.402,0.2,,
385,SF,LCC,e,Administrative rate,0.12,(admin. $/capital & op.cost $),LogNormal,-2.120,0.2,,
386,SF,LCC,Wa,Hourly wage for a collector,12.96,($/hour-person),LogNormal,2.562,0.2,,
387,SF,LCC,Wd,Hourly wage for a driver,15,($/hour-person),LogNormal,2.708,0.2,,
388,SF,LCC,Pt,Unit price of a vehicle,240000,($/vehicle),LogNormal,12.388,0.2,,
389,SF,LCC,c,Vehicle operation and maint. Cost,40000,($/vehicle),LogNormal,10.597,0.2,,
390,SF,LCC,Pb,Unit price of a bin,7.59,$/bin,LogNormal,2.027,0.2,,
391,SF,TL,RWC,Loading time at one service stop,0.19,min/stop,LogNormal,-1.661,0.2,,
392,SF,TL,SSR,Loading time at one service stop,0.19,min/stop,LogNormal,-1.661,0.2,,
393,SF,TL,DSR,Loading time at one service stop,0.45,min/stop,LogNormal,-0.799,0.2,,
394,SF,TL,MSR,Loading time at one service stop,0.45,min/stop,LogNormal,-0.799,0.2,,
395,SF,TL,LV,Loading time at one service stop,0.15,min/stop,LogNormal,-1.897,0.2,,
396,SF,TL,SSYW,Loading time at one service stop,0.19,min/stop,LogNormal,-1.661,0.2,,
397,SF,TL,SSO,Loading time at one service stop,0.19,min/stop,LogNormal,-1.661,0.2,,
398,SF,TL,ORG,Loading time at one service stop,0.45,min/stop,LogNormal,-0.799,0.2,,
399,SF,TL,REC,Loading time at one service stop,0.45,min/stop,LogNormal,-0.799,0.2,,
400,SF,S,RWC,Time to unload at disposal facility,16,min/trip,LogNormal,2.773,0.2,,
401,SF,S,SSR,Time to unload at disposal facility,16,min/trip,LogNormal,2.773,0.2,,
402,SF,S,DSR,Time to unload at disposal facility,20,min/trip,LogNormal,2.996,0.2,,
403,SF,S,MSR,Time to unload at disposal facility,20,min/trip,LogNormal,2.996,0.2,,
404,SF,S,LV,Time to unload at disposal facility,16,min/trip,LogNormal,2.773,0.2,,
405,SF,S,SSYW,Time to unload at disposal facility,16,min/trip,LogNormal,2.773,0.2,,
406,SF,S,SSO,Time to unload at disposal facility,16,min/trip,LogNormal,2.773,0.2,,
407,SF,S,ORG,Time to unload at disposal facility,32,min/trip,LogNormal,3.466,0.2,,
408,SF,S,REC,Time to unload at disposal facility,32,min/trip,LogNormal,3.466,0.2,,
409,MF,Speed,Vbet,Between collection stops   ,9,miles/hour,LogNormal,2.197,0.2,,
410,MF,Speed,Vrf,From collection route to facility,55,miles/hour,LogNormal,4.007,0.2,,
411,MF,Speed,Vgr,From garage to route in the morning,35,miles/hour,LogNormal,3.555,0.2,,
412,MF,Speed,Vfg,From facility to garage,55,miles/hour,LogNormal,4.007,0.2,,
413,MF,LCC,a,Fringe benefit rate,0.46,(fringe benefit $/wage$) ,LogNormal,-0.777,0.2,,
414,MF,LCC,d,Other expenses rate,12114,($/worker-year),LogNormal,9.402,0.2,,
415,MF,LCC,e,Administrative rate,0.12,(admin. $/capital & op.cost $),LogNormal,-2.120,0.2,,
416,MF,LCC,Wa,Hourly wage for a collector,12.96,($/hour-person),LogNormal,2.562,0.2,,
417,MF,LCC,Wd,Hourly wage for a driver,15,($/hour-person),LogNormal,2.708,0.2,,
418,MF,LCC,Pt,Unit price of a vehicle,240000,($/vehicle),LogNormal,12.388,0.2,,
419,MF,LCC,c,Vehicle operation and maint. Cost,40000,($/vehicle),LogNormal,10.597,0.2,,
420,MF,TL,RWC,Loading time at one service stop,1,min/stop,LogNormal,0,0.2,,
421,MF,TL,SSR,Loading time at one service stop,1,min/stop,LogNormal,0,0.2,,
422,MF,TL,DSR,Loading time at one service stop,1,min/stop,LogNormal,0,0.2,,
423,MF,TL,MSR,Loading time at one service stop,1,min/stop,LogNormal,0,0.2,,
424,MF,TL,SSYW,Loading time at one service stop,1,min/stop,LogNormal,0,0.2,,
425,MF,TL,SSO,Loading time at one service stop,1,min/stop,LogNormal,0,0.2,,
426,MF,TL,ORG,Loading time at one service stop,1,min/stop,LogNormal,0,0.2,,
427,MF,TL,REC,Loading time at one service stop,1,min/stop,LogNormal,0,0.2,,
428,MF,S,RWC,Time to unload at disposal facility,16,min/trip,LogNormal,2.773,0.2,,
429,MF,S,SSR,Time to unload at disposal facility,16,min/trip,LogNormal,2.773,0.2,,
430,MF,S,DSR,Time to unload at disposal facility,20,min/trip,LogNormal,2.996,0.2,,
431,MF,S,MSR,Time to unload at disposal facility,20,min/trip,LogNormal,2.996,0.2,,
432,MF,S,SSYW,Time to unload at disposal facility,16,min/trip,LogNormal,2.773,0.2,,
433,MF,S,SSO,Time to unload at disposal facility,16,min/trip,LogNormal,2.773,0.2,,
434,MF,S,ORG,Time to unload at disposal facility,32,min/trip,LogNormal,3.466,0.2,,
435,MF,S,REC,Time to unload at disposal facility,32,min/trip,LogNormal,3.466,0.2,,
436,COM,Speed,Vbet,Between collection stops   ,9,miles/hour,LogNormal,2.197,0.2,,
437,COM,Speed,Vrf,From collection route to facility,55,miles/hour,LogNormal,4.007,0.2,,
438,COM,Speed,Vgr,From garage to route in the morning,35,miles/hour,LogNormal,3.555,0.2,,
439,COM,Speed,Vfg,From facility to garage,55,miles/hour,LogNormal,4.007,0.2,,
440,COM,LCC,a,Fringe benefit rate,0.46,(fringe benefit $/wage$) ,LogNormal,-0.777,0.2,,
441,COM,LCC,d,Other expenses rate,12114,($/worker-year),LogNormal,9.402,0.2,,
442,COM,LCC,e,Administrative rate,0.12,(admin. $/capital & op.cost $),LogNormal,-2.120,0.2,,
443,COM,LCC,Wa,Hourly wage for a collector,12.96,($/hour-person),LogNormal,2.562,0.2,,
444,COM,LCC,Wd,Hourly wage for a driver,15,($/hour-person),LogNormal,2.708,0.2,,
445,COM,LCC,Pt,Unit price of a vehicle,240000,($/vehicle),LogNormal,12.388,0.2,,
446,COM,LCC,c,Vehicle operation and maint. Cost,40000,($/vehicle),LogNormal,10.597,0.2,,
447,COM,TL,RWC,Loading time at one service stop,1,min/stop,LogNormal,0,0.2,,
448,COM,TL,SSR,Loading time at one service stop,1,min/stop,LogNormal,0,0.2,,
449,COM,TL,DSR,Loading time at one service stop,1,min/stop,LogNormal,0,0.2,,
450,COM,TL,MSR,Loading time at one service stop,1,min/stop,LogNormal,0,0.2,,
451,COM,TL,SSYW,Loading time at one service stop,1,min/stop,LogNormal,0,0.2,,
452,COM,TL,SSO,Loading time at one service stop,1,min/stop,LogNormal,0,0.2,,
453,COM,TL,SSO_AnF,Loading time at one service stop,1,min/stop,LogNormal,0,0.2,,
454,COM,TL,ORG,Loading time at one service stop,1,min/stop,LogNormal,0,0.2,,
455,COM,TL,REC,Loading time at one service stop,1,min/stop,LogNormal,0,0.2,,
456,COM,S,RWC,Time to unload at disposal facility,16,min/trip,LogNormal,2.773,0.2,,
457,COM,S,SSR,Time to unload at disposal facility,16,min/trip,LogNormal,2.773,0.2,,
458,COM,S,DSR,Time to unload at disposal facility,20,min/trip,LogNormal,2.996,0.2,,
459,COM,S,MSR,Time to unload at disposal facility,20,min/trip,LogNormal,2.996,0.2,,
460,COM,S,SSYW,Time to unload at disposal facility,16,min/trip,LogNormal,2.773,0.2,,
461,COM,S,SSO,Time to unload at disposal facility,16,min/trip,LogNormal,2.773,0.2,,
462,COM,S,SSO_AnF,Time to unload at disposal facility,16,min/trip,LogNormal,2.773,0.2,,
463,COM,S,ORG,Time to unload at disposal facility,32,min/trip,LogNormal,3.466,0.2,,
464,COM,S,REC,Time to unload at disposal facility,32,min/trip,LogNormal,3.466,0.2,,
